repeat,fold,kit,arm,auprc,auroc
4,2,watch_only,masked_at_inference,0.20651171285697317,0.6732380127094165
4,2,watch_only,dropout_trained,0.27883556170100315,0.7097775852108608
4,2,watch_plus_cuff,masked_at_inference,0.20961881615722971,0.6356152512998268
4,2,watch_plus_cuff,dropout_trained,0.30635915642988587,0.6882582322357019
4,2,full_home,masked_at_inference,0.2284138221089295,0.6565569035239746
4,2,full_home,dropout_trained,0.30013023628322455,0.6887637203928365
4,3,icu_full,masked_at_inference,0.5723469083749436,0.9107037691401649
4,3,icu_full,dropout_trained,0.3916541533370065,0.7413133097762072
4,3,watch_only,masked_at_inference,0.11961023405410068,0.6542991755005889
4,3,watch_only,dropout_trained,0.2993052414911261,0.684334511189635
4,3,watch_plus_cuff,masked_at_inference,0.23651299195598477,0.8175058892815077
4,3,watch_plus_cuff,dropout_trained,0.35341407006502945,0.7332891637220259
4,3,full_home,masked_at_inference,0.2253679926897906,0.8089664310954063
4,3,full_home,dropout_trained,0.34521750499622345,0.7321113074204948
4,4,icu_full,masked_at_inference,0.4505512044755593,0.8445569248826292
4,4,icu_full,dropout_trained,0.35839521615355313,0.8547535211267606
4,4,watch_only,masked_at_inference,0.26654066957410955,0.7790492957746479
4,4,watch_only,dropout_trained,0.2550872634331283,0.8312793427230047
4,4,watch_plus_cuff,masked_at_inference,0.27544933598500887,0.826731220657277
4,4,watch_plus_cuff,dropout_trained,0.2895504896207673,0.8475645539906104
4,4,full_home,masked_at_inference,0.3151730615487864,0.8209360328638498
4,4,full_home,dropout_trained,0.2895504896207673,0.8475645539906104
5,0,icu_full,masked_at_inference,0.4587396215661535,0.7502170138888888
5,0,icu_full,dropout_trained,0.42716475556763983,0.8427372685185186
5,0,watch_only,masked_at_inference,0.28138421283815407,0.6356698495370371
5,0,watch_only,dropout_trained,0.3392694058227984,0.8031684027777778
5,0,watch_plus_cuff,masked_at_inference,0.3206826223714407,0.7177372685185185
5,0,watch_plus_cuff,dropout_trained,0.38028727332840545,0.8433883101851851
5,0,full_home,masked_at_inference,0.3140045289328173,0.706958912037037
5,0,full_home,dropout_trained,0.3863073441966794,0.845703125
5,1,icu_full,masked_at_inference,0.5761943561622611,0.8777383066903494
5,1,icu_full,dropout_trained,0.4250355056102778,0.8176435760805211
5,1,watch_only,masked_at_inference,0.33245117329435636,0.7971432800473652
5,1,watch_only,dropout_trained,0.30746382432243696,0.7895944345766727
5,1,watch_plus_cuff,masked_at_inference,0.33051247971959447,0.858940201302546
5,1,watch_plus_cuff,dropout_trained,0.340490751843877,0.7922587329780936
5,1,full_home,masked_at_inference,0.326652448356015,0.8357015985790409
5,1,full_home,dropout_trained,0.3624530195797755,0.7961071640023683
5,2,icu_full,masked_at_inference,0.4536338869589492,0.8599678925861062
5,2,icu_full,dropout_trained,0.46000390995998025,0.7396380618797431
5,2,watch_only,masked_at_inference,0.4839575922980194,0.8356684179801517
5,2,watch_only,dropout_trained,0.42123707478991745,0.7293490951546995
5,2,watch_plus_cuff,masked_at_inference,0.5785178466627574,0.9604495037945125
5,2,watch_plus_cuff,dropout_trained,0.414062896378155,0.7372300058377116
5,2,full_home,masked_at_inference,0.5281921227079807,0.9496497373029773
5,2,full_home,dropout_trained,0.41263090554185533,0.7355516637478108
5,3,icu_full,masked_at_inference,0.34915740558159697,0.7986233157586409
5,3,icu_full,dropout_trained,0.2573639750687307,0.7926918570591681
5,3,watch_only,masked_at_inference,0.06047720057453644,0.6467120679554774
5,3,watch_only,dropout_trained,0.22431373495985257,0.8209578207381371
5,3,watch_plus_cuff,masked_at_inference,0.09311516376284679,0.7207820738137082
5,3,watch_plus_cuff,dropout_trained,0.20840529193705168,0.810120093731693
5,3,full_home,masked_at_inference,0.10366703004763392,0.6956649091974223
5,3,full_home,dropout_trained,0.21263047784172173,0.7917398945518453
5,4,icu_full,masked_at_inference,0.6327069685402205,0.8841235632183908
